ss	seed	unique	Min Helix	Generation
.....((((.((((..((....................((((.((.(((((.((((.(((((.((((...)))).......))))).)))).))))).)).))))..(((((..(((((...))).))..))))).))..)))).)))).	linearbp	1002	2	MFE
.((((((((.(((((.((((((((((...)))).))))))(((.............)))((((....((((.........)))).))))..))))).))))))))(((((((...((((.....))))...)))))))((......))..	linearbp	516	2	MFE
.((((((((.......))))))))..((((((((..(((((.....))))).(((.((((((((((..((.((((.((((......))))..))))))..)))).)))))).)))..(((((......)))))..))).)))))......	linearbp	2863	2	MFE
..((((......((((..((((.((((.((.((((.(((....))).)))).))))))))))..)).))((((((((....(((((((.((((.((((......)))))))))))))))......))))))))...........))))..	linearbp	1573	2	MFE
(((...((((((...((((...))))..)))))))))........(((.((...((((((.((.......))..((((......)))).))))))...)).))).((((((((((((......)))))..........))))))).....	linearbp	956	2	MFE
........((((((((((((.....))))....(((((.(((.(((((((((....)))).)))))..)))....))))))))..))))).((((((((((((.((....)).))).........))).))))))...............	linearbp	1115	2	MFE
.(((((......((((.((((..(((((.((.......)).)).)))..))))))))......((((((....))))))...(((((((...(((((...)))))...))))))).((((......)))).....)))))..........	linearbp	2295	2	MFE
((((((.(((.((((..(((((((.(((((((...))))))).)))))))...)))))))((..((.(((((........))))).))..))...))))))..((((((...))))))........((.((...)).))...........	linearbp	720	2	MFE
.......((((((..((((................((((....))))((...((......(((((((..(((((((.......)))))))...))))))).....))...))...)))).....))))))((((.........))))...	linearbp	680	2	MFE
........(((..((((((((((((((((((((((...))))))))(((((((.((......)))))).)))..((((..........))))((.......)).......(((((......)))))))).)))..)).))))))..))).	linearbp	531	2	MFE
................((((.(((.(((....(((..(((((......))))).)))....((((...((((((((.((....((((((........))).)))..))))))))))....))))......)))))).)))).........	linearbp	1686	2	MFE
((.((((......((((((......))))))(((((((.(((((......)).))))).))))).....((((...........))))((((.((((((...)))))).))))....)))).))..........................	linearbp	868	2	MFE
........(((((((((.(((..((((.(((..((((....))))..))).)))).))))))))))))............(((((...)).))).(((((((((.(((((............)))))..............)))))))))	linearbp	1174	2	MFE
.(((.((((.((..(((((((((.((((..((((((((((((........(((......)))........)))))))..........))))))))).))).(((((........)))))......))).))).....)).)))).)))..	linearbp	1704	2	MFE
.(((((.(((((.((.......)).))))).......))).)).............((((...(((((((...))).))))))))..(((((.(((((((((((((((.(((....))).))........))))))).)))))).)))))	linearbp	806	2	MFE
..........(((((.(((((..((((....))))..))))).)))))....(((((((((..((.(((((((....)).)))))))..(((((..............((((((..........)))).))...))))).))))))))).	linearbp	954	2	MFE
(((.(((......))).)))........((((..((((((..(((((...........((((((((....((.((......)).))...))))))))....)))))..))))))..))))...((((((.....))))))..........	linearbp	1849	2	MFE
((((((((..............))))))))(((((...((((.((.((((((((((((((.(((((((((.....((((....))))..)))))((((....))))....)))).))))))))))).......))))).))))..)))))	linearbp	2555	2	MFE
........(((((((((((........(((((((..........................)))))))))))))((.((.....)).))........)))))......((((....)))).........(((((.(((...))))))))..	linearbp	1112	2	MFE
....((((((((...)))))(((....)))......(((...(((((((...(((...........))).)))))))..)))...((((...((.....))......))))(((((....)))))..............)))........	linearbp	590	2	MFE
.......(((((.((.(((......))).)).)))))((((....((.(((((((.(((.((......)).))))))(((((.((.(((..(((((...)))))))).)).)))))((((....)).)))))).))....))))......	linearbp	116	2	MFE
..((((((((((((............................))))))))))))....((((....)))).((((......(((((.(((......((.....)).....))).))))).((.((....)).)).......)))).....	linearbp	761	2	MFE
........((((.((..(((((((...........((.(((((..((((..((.....))..))))...))))).))...(((((((((....)))))))))(((.(((((....))))).))))))))))..))))))...........	linearbp	2036	2	MFE
..((((((.((((((((((..((((((......((.((....((((((.((...........)).))))))..((((((......)))))))).)).....))))))...))))))))))...))))))...(((...))).........	linearbp	541	2	MFE
....(((.(((((..........)).))).))).......(((((...(((((((((.(((......))).))).)))))).)))))(((((((....)))..))))...(((.((.((.(((........))).)).)).)))......	linearbp	1075	2	MFE
........((((.((......))..))))...((((((((((.(((......(((....(((...(((.((((((((.....)))))))).))))))...)))......))).)))...))).))))...((((((((....))))))))	linearbp	1332	2	MFE
..(((.(((.((((((..((.((.......))))..)))).))))).)))((((((.((.((.((.((.((..(((((......(((.((((.((.........)))))).))).....)))))..)).)).)).)).))..))))))..	linearbp	154	2	MFE
...((((.....((((((.(((((((((...........))))((((.((((.((...((((((((........)))))....))).)).))))...)))).......((((..........))))....)))))...))))))))))..	linearbp	1105	2	MFE
((((...((((...(((((.....((....)).....)))))))))...)).)).........(((((.((((..((........((((.((((((...........)))).)).))))((((((.......))))))))))))))))).	linearbp	222	2	MFE
...(((((((.........)))))))..(((((...(((.((((..............)))))))...))))).(((((...(((.....(((..(((....))).)))....))).))))).......(((.((.......)).)))..	linearbp	1528	2	MFE
..............(((((((((((((..((((...((...((((((((.(((((.................))))))))))))).))...))))..((((...))))((((....)))).....))).)))))..))))).........	linearbp	1928	2	MFE
.....((((((.((........))..))))))...((((......(((((..((((.....))))..)))))((((((....(((((....(((((.((...)).)))))...(((((.........))))).)))))..))))))))))	linearbp	1202	2	MFE
...(((((((....(((((((.....)))))))((((((.(((......))).))))))((((((((.......))))).))).((((((.....)))))).((.(((....)))))((......))..)))))))..............	linearbp	1301	2	MFE
((((......))))((((((((...((((((((.((..(((((....))))))).)).))))))..(((......)))..((((((....)))))))))))))).........((((...((((((.((....)).))))))...)))).	linearbp	1184	2	MFE
.....(((((.((....)).)))))...((((...))))......(((((((.........)))))))((((((((((((((((((.((((.(((........)))....))))..))).......)))))))))).)))))........	linearbp	1642	2	MFE
.....((((.....))))((.((((((((.(((....))).)))).)))).))..((((((......))))))...........(((((((...((.((.(((...))).)).))...)))))))..(((((((((...)))))))))..	linearbp	1778	2	MFE
..(((....(((((.......((((.....(((.....)))..))))........)))))..)))....(((((.((((.((((..((((...))))..)))).....((.((((((.........)))))).))...)))).)))))..	linearbp	1009	2	MFE
((((.((.....(((..(((.((((((.............(((....)))..(((((....))))))))))).)))))).....)).))))....(((((............)))))(((...(((.(((....))).)))....)))..	linearbp	1290	2	MFE
......(((((((((...((((.(((......(((.(((..(((((.(((((....))).))..)))))...))).))).))).))))....))).)))))).........((((.((..((......))..)).))))...........	linearbp	727	2	MFE
.........((((.....(((........)))..(((((..(((((...((((((........))))))...)))))(((...((...(((.(((...((((......))))..))).))).))....))))))))..))))........	linearbp	893	2	MFE
.(((((((.((..(((((.......((......))........))))).....)))))))...))...................(((..(((.(((.(((((((.....((((((...)))))).....))))))).))).)))...)))	linearbp	302	2	MFE
..(((......)))....(((((((((((((((((((.....))).)))))))...)))........(((........)))...((((((((.....(((((..((((..((.......))..)).))..))))).))))))))))))))	linearbp	993	2	MFE
(((((.(((.((((((..(((((.....)))))..(((((((((...))))))))))))))).))))))))(((((.(((((....(((((((....((((......)))))))))))..))))).))).))((.....)).........	linearbp	875	2	MFE
.(((.((((((..(((((((((........))))))))).....((((.((((.(((((((((((((...((......((((....)))).....))....)))))........)))))...))).))))..)))))))))).)))....	linearbp	990	2	MFE
((.(((........)))))..((((((((...((((.((((((((...........)))).))))..))))((((...((.(((..(((.......((((....))))......)))..))).))...)).))....)))))))).....	linearbp	504	2	MFE
........(((..(((((..(((((...................)))))..))))).)))...((((((.((......((.(((....(((........)))))).))......))))))))(((....(((.....)))......))).	linearbp	852	2	MFE
......((..(((((...((((....((((..((.((.((((((.((((..((((((......))...(((....)))..(((((....((......))....)))))))))))))...)))))).)).))))))..)))).))))).))	linearbp	60	2	MFE
............((((((....))))))...((((.((((.(((..((((.((((...(((...((.((((((((((......))))))).))).))...))).)))).)))).((((........))))....)))..))))...))))	linearbp	1698	2	MFE
.........((((((((((((((((((..(((...))))))))).))..))))..............((((...(((((.........))))).))))....(((((((.........................)))).)))))))))..	linearbp	1292	2	MFE
.....((.((((.............)))).))(((((((((..................))).))).)))....(((.(((((....((...((((.((.(((((((((....))))))).)).))...))))))...))))).)))...	linearbp	927	2	MFE
...........(((((((((((..(((..(((...(((...))))))..)))((.(((((....))))).))(((....)))((((((....))))))))))))).))))....(((.((.....))))).((((........))))...	linearbp	545	2	MFE
......(((((.((......)).)))))(((((.(((...))).))))).....(((((((((.((((((((...(((((...))).)).....)))).....((((((......))))))....)))))))......))))))......	linearbp	1166	2	MFE
......(((((((.((((((((((........((.(((((((.((.((((.............)))).)))))).))).)).((((......))))..(((((.........)))))....)))))))))).)))))))(((...)))..	linearbp	1438	2	MFE
...............(((..(((......((.(((((......((((.(((...................))).)))).(((.((((.((........)))))).)))((((.......)))).))))).))......)))..)))....	linearbp	1453	2	MFE
......(((((....((((...(((.((.((((((((((...)))))))))).)))))...)))).)))))..((((.....)))).(((((((..((((((((......)))))..))).)))...))))....(((....))).....	linearbp	1025	2	MFE
..(((((((............)))))))((((((.((..((((((.....(((((.((((.((((((.............))))))))...........))))))))))))))).))))))...........(((((.....)))))...	linearbp	2068	2	MFE
..(((...((((((((((......(((((((...((..((..........))..)).))))))).......)))............)))))))....)))..(((.......)))(((((..(((((((....))))))).....)))))	linearbp	1243	2	MFE
..................(((((((...............(((...)))...((.(((((((.....))).)))).))...(((((........(((((((((......)).))))))).....)))))....)))))))..........	linearbp	1356	2	MFE
...((((.......((((((.((((....)))).....(((((((.((...((........))...((.(((.....))).))....)).))))))).)))))).((...(((..((((.......))))..)))...))))))......	linearbp	434	2	MFE
........((((((.....(((.....((......))......)))))))))((.((((((((((((.....((..((((...((......))....))))..))......((((((((.....)))))))).)))))))))))).))..	linearbp	654	2	MFE
...((((((((((.((((((..........))).)))))))))))))................(((((...(((..((...(((((((...((((((.((.((...........)))).)))))).)))).)))...)).))))))))..	linearbp	1374	2	MFE
((((.(((((((..((((.((....))..((...(((..((.((((..............)))).))..)))...))((..((((((.........))))))..))......(((....)))))))..)))).)))..))))........	linearbp	336	2	MFE
.................((.((......)).))..((((........))))..(((...((((((((((.((.((((.((((......)))).)))).......((((((...(((....))))))))))).)))).))))))...))).	linearbp	508	2	MFE
......................(((((.((((..((((........))))..((.(((((((...(((...((((((.(((((((....)).)))))..)))))).)))...))))))).))........)))).)))))..........	linearbp	1835	2	MFE
........((......(((....)))......((((....)))).....((((((.((.((((((.....))))....(((.((((.((...(((....))).)).)))).)))(((((...)))))....)).)).))))))..))...	linearbp	417	2	MFE
.(((.(((((.((......))..))))).)))........((((...........(((((((.((((((((.((.....)))))))))).)))))))...((((((....))))))...))))....((((((.......))))))....	linearbp	1386	2	MFE
.........(((((.....(((((......(((((((((((.....))))))))))).......(((.((((....(((.((((((((((..(((((.......)))))...))))).)))..)).)))))))))).))))).)))))..	linearbp	1795	2	MFE
.....((((((..............(((((((............))))))).(((((((...(((((((.(((.((............)))))))))))).)))))))(((.............)))........)))))).........	linearbp	1704	2	MFE
.................(((((.(((...(((((.(((......((((..(((((...((((..((((.....(((...)))(((((.(((....))).)).))).))))..))))....)))))))))..))).)))))..))))))))	linearbp	1509	2	MFE
......((((.((.(((((...((.(((.....))).))...)))))..........((((((((((.........(((....))).((((...................))))((((......)))).)))))))).)))).))))...	linearbp	835	2	MFE
....((((.((.(((.......))).)))))).....(((((((((....((((((.(((((((...(((....((((......)))).)))...))..)))))........))))))....(((((......))))).)))))))))..	linearbp	1341	2	MFE
.((((...)))).........(((((((........)))))))......((.(((((((...(((............)))...(((((((((...........(((((........))))).........))))))))).))))))).))	linearbp	1632	2	MFE
.(((.((((.......))))))).((((((...((((....(((.((((..((...(((((..(((((.........((((((....))).......))).........)))))..)))))..)).)))).)))))))...))))))...	linearbp	1166	2	MFE
...(((((((((((..((((.((((.....)))).))))))))))..)))))..((((.(((..((........))..))).)))).(((((..((((...((((((.....))))))...))))..)))))....(((....)))....	linearbp	1847	2	MFE
.................................((((((((............))))......(((.((((...((((.((.(((((......))))).)).)))).)))).)))...........(((...........)))...))))	linearbp	1380	2	MFE
(((((.((((((((((((.......((....)).......))))))))..(((.((.......)))))(((..(((....))).))).......)))).)))))....((((.((.(((.((.(((((...)))))..))))).))))))	linearbp	624	2	MFE
.((((((......((.....))........))))))...........(((((((((........((((((((.((.....))))))))))...........((((.(((.((((.......)))).))).)))).))))..)))))....	linearbp	769	2	MFE
..(((((........))))).....(((((((...((((((......))))))....)))))))(((((.(((..((((((((..((.((.....(((((...))))).......)).))....))).)))))))).)))))........	linearbp	1938	2	MFE
.........((((((((.((......(((..........)))((.(((.((((.(((((.((..........((((.....((....))......)))))).))))).)))).))).)).)).))))))))...................	linearbp	890	2	MFE
....(((...((((...(((((((.((.........)).))))....((((((((((((((......((((........)))).....((((((..(((....)))..)))))))))))))......)))))))...))).)))))))..	linearbp	1254	2	MFE
..((((((.(((.(((((((.((((..((..((((....((...)))))).))))))))))))).))).(((((((((((..(((.((.(((((....))))))))))..)))))....))))))..((((((....)))))))))))).	linearbp	0	2	MFE
......((.((.((((((....((((((((((............))))))))))((((.((((........))))..((.....((((....)))).....))....))))..((((((((((...))))))))))))))))..)).)).	linearbp	174	2	MFE
..........(((((((...((((((((((...))))))))))........((((((((.....((.....((((....)))))).))))))))....((((((....))))))...(((........)))..))).)))).........	linearbp	226	2	MFE
....(((.......)))(((((.(((((.(((((.....((..((((........))))..)).....))))).)))))........(((((((..((..((.((.((((....))))..))))..))..))))))))))))........	linearbp	795	2	MFE
..((((.....(((...(((((((...(((((..((((....)))))))))...))..)))))..)))......(((((((..((((((...))))))...((....))....)))))))((((((.......)))))))))).......	linearbp	963	2	MFE
(((((((.((.....(((.((.((((((.(((........))))))))).)).)))....)).)))).))).........(((((.(((....))).)))))..(((((.((((((((((......))))))........)))).)))))	linearbp	2523	2	MFE
.......((.((((((.(((((..(((((....(((.((((.....)))))))....)))))...(((((....)))))..(((((((.....)))).)))..(((((......))))).((((((....))))))))))))))))))).	linearbp	2247	2	MFE
...((((((..((((((((((((......)))).((((........)))).)))))))))))))).(((((((.(((((((((.....)))).....((..((((((((...((((...))))..)).)))))))).))))).)))))))	linearbp	498	2	MFE
...(((((.((((...(((.(((....))).))).....)))).))))).......(((((((.....((((.....))))))))))).........(((........))).(((.((...((((((((....)))).)))).)).))).	linearbp	1504	2	MFE
((((.......(((((....))))).(((.(((......))))))((.(((((.....((.....))...))))).)).((.(((.((((((......)))))).))).)).(((...))))))).......((((((.....)))))).	linearbp	685	2	MFE
........(((....)))...(((((..((.((.((((((((.......((((.((((............((((((..((........))..))))))....)))).)))))))))))).)).)).))))).(((((.((...)))))))	linearbp	652	2	MFE
..........(((..((((((((....((((((......))))))((..(((..((...((((.(((....))).....))))...)).)))..))(((((...)))))............)))))).))..)))(((((....))))).	linearbp	845	2	MFE
......(((...........(((((((((.....(((((........(((((.((((((..((((((............)))))).))..((((....)))).)))))))))))))).....)))))))))............)))....	linearbp	891	2	MFE
.((.((((((...........))))))))(((((((((..((..((............)).))..)))))...............((((.((((((((..............)))))))).)))).((((((......))))))..))))	linearbp	739	2	MFE
...........((.(((((...(((((.((((..........))))))))).(((......)))(((((((...)))))))...((..((((.(((........))).))))))..))))).)).((((.((........))...)))).	linearbp	422	2	MFE
.....(((.((((((((.((((...((.(((..((((...(((((((((((.(((((((((((...............)))))....)))..))).))))..))))).))....))))...))))))))).....)).))))))..))).	linearbp	249	2	MFE
...(((.......)))....((((.(((....((((((((((......))).)))))))(((.........)))..(((((......)))))..))).))))(((....((((((...((.....))...))))))....))).......	linearbp	1224	2	MFE
.(((((((((((......((.(((((((..(((.((.((......)).)))))))))))).)).))))))..((((...(((..(((...(((..(((.((.......)).)))..))).))).)))..))))..)))))..........	linearbp	1054	2	MFE
((((((((.((.((((((.................))))))...)).)))))))).((((((.((..(((((.((((((..............)))))))))....))...)).))))))(((((...........))))).........	linearbp	2091	2	MFE
((((((((((((((((((((..............))..))))))))....)))))))))).........(((((((...((((((......))))))............(((((...((((((...))))))..))))))))))))....	linearbp	720	2	MFE
..((.(((((((.(((.((((((((((...((((......))))...)))))).((((...))))..........(((((...........))))).)))).))).)))))))))....(((((((((((.....)).))))).))))..	linearbp	1465	2	MFE
.((((.....((((.....))))(((((..(((((.....)))))..))))).(((.((.((((((((........)))))))).)).))).((((.((.((....(((((........))))).....)).)).))))....))))...	linearbp	2018	2	MFE
((.(((....(((.((((..((.....)).)))).))).....(((((........)))))..((((((....(((((((.........)))))((((((((.....))))))))......))...)))))).....))).)).......	linearbp	510	2	MFE
...(((((.((....)).)))))............((((.(((.....))).))))..((((((((...(((((....)))))....)))....)))))...((((..(((((((((.........)))))...)))).)))).......	linearbp	2194	2	MFE
((((((((((...)))))))))).......(((.((((.........)))))))((((((((...(((((...((((.....................)))))))))(((((((...))))).)).......((......))))))))))	linearbp	1194	2	MFE
...(((((.(((..((.(((.((((..((((.....((((((((((((.....))))).))))..)))....)))).....))))...))).))..))).)))))....((.((....)).))(((((..........))))).......	linearbp	946	2	MFE
..........(((((((((((((......)).)))).(((((............)))))..((((.((((((((((((...)))).)))).)))).))))...........)))))))(((((.....(((((...))))).)))))...	linearbp	1797	2	MFE
......(((...(((((((.(((((...((((((...(((..((......))..)))...)).((((((((...(((.((.((.......)).)).)))..)))))))).....)))).....)))))..)))))))..)))........	linearbp	872	2	MFE
.(((((.....(((((.........((((((..((((((.(((.(((..(((..((......))..))).))).))).)))....)))..))))))........)))))...((((.........)))).((....))...)))))....	linearbp	819	2	MFE
.((((....))))(((.((.((((....((((((.....(((......)))..))))))..((((((.((....))...))))))......(((((((....)))))))..(((((((..........))))))).)))))).)))....	linearbp	1236	2	MFE
..(((((((((........))))((((....(((.(((((((.((......))))))))))))...)))).(((((((..(((((..(((........))))))))...))))))).........)))))......(((((....)))))	linearbp	1787	2	MFE
.....(((((((..(((((.................))))).))))))).....((((((.(((((((..((.....((((((((......(((......)))........))))))))......))..)))..))))......))))))	linearbp	1575	2	MFE
.........((((((((.....(((((((((((((.....((((....)))).((((((((((((....)))).))).)))))))))))).))))))..((.(((.......)))))......)))).))))..................	linearbp	1704	2	MFE
..........((((((..............)))))).((((.((...((((.(((.((((((((((..........)).))).))))).)))..)))).))))))......((((......((((((....))))))..)))).......	linearbp	1137	2	MFE
...(((.(((...((((.(((((((((.................((.(((......((((...(((.....)))..))))....((((.....)))).))).))....)))..)))))).))))...))).)))................	linearbp	609	2	MFE
...............(((((((.........(((...((.(((((.............(((((.........)))))....))))).)).)))...((........)).......((((((((.....))))))))..))))))).....	linearbp	899	2	MFE
..(((((((((.....((((((((...((....)).)))))))).((.(((...((((.(((.((.((.((((((.(((..(((....)))..))).))))))..))))))).))))..))).)).)))))))))...............	linearbp	908	2	MFE
.((((......))))(((((((((....))))))(((((((..((((.((....)).)))))))))))(((..(((......)))..)))...((...(((((....))))).)).((((.......))))........)))........	linearbp	800	2	MFE
.....((((.(((....((((...((((...((((..(((.(((((((((.............((.((((.((....((((((....))))))....)).)))).)))))))))))..)))..))))..))))))))....)))..))))	linearbp	2104	2	MFE
....(((((((((((....))))(((.((((((((((((.(((((((((...))))))........)))...))))).)))..))))))).......(((...((((((.(((....))).)))))).)))..((....))..)))))))	linearbp	877	2	MFE
....((..((.((((.((.(((((((....(((.......((.((((.(((.(((...))))))))))))...((((.......))))..............(((((.......))))))))...))))))))).)))).)).)).....	linearbp	577	2	MFE
.(((((((..((((.......)))).(((.((.(((((((((....)))...)))))).))...)))))))))).((((((..........((.(((((..(((....))).............))))))))))))).............	linearbp	885	2	MFE
.(((((((..........))...))))).......(((((.((((((((((((.......((((........))))((..((((......((((.....)))).....))))..)).......)))))))...)))))....)))))...	linearbp	174	2	MFE
..((..((.(((...((((((....((.((.....(((.((...)).))).....)).))....))))))...))).))..))(((.((((...........)))).))).((..(((...)))..))......................	linearbp	479	2	MFE
((((((.(((.(((((((((((.((((.............)))).)))).)))).........))).))).))))))..((((((...(((...((..((...))..))...)))....))))))((((((......)))))).......	linearbp	1792	2	MFE
........................((((((((........))))))))......((.((((..........)))).))...........((((((.(((...((((.....))))..))))))).))....(((((...)))))......	linearbp	1899	2	MFE
..((((..(((..(((.....)))...)))....))))............((..(((((((((..((.((........(((((.((..(((.....)))...)).)))))..(((((......))))))).))..))))))))).))...	linearbp	621	2	MFE
..(((.(((((..((...(((((((((((((((....))))..)))).))..)))))....(((((((((........)))...))))))..(((.......(((((...)).))).......)))....))..))))).))).......	linearbp	513	2	MFE
........((((((((.((.....(((.((((((((....(((.(((((((.((((((.(((....)))))).)))....))))))).))).)))).)))))))...)).))).)))))........((((...........))))....	linearbp	1590	2	MFE
.....((.((((((....)))))).))...(((((..(((.(((((((...((((..(((((...)))))..((((.((.(((((((((........))))))).)))).))))))))...)).))))))))...)))))..........	linearbp	1425	2	MFE
((((((.(((((..(((((((((((((.(((......)))))))((((...................)))).....(((....)))...))))).))))..)))))(((.((......)).))).......)))))).............	linearbp	1370	2	MFE
...(((.(((((((((((((........))))))))..)))))...)))..........((.((((.((((((.(((((...(((..(((........)))..))).....)))))((((.......))))....))))))))))..)).	linearbp	1165	2	MFE
....(((((...((((.((((((.(((.((((.((....)).)).))..((((((((((..((....))..))))..))))))....)))..))))))))))))))).((((..(((((.((.((((....)))).))))))).))))..	linearbp	751	2	MFE
((((((((.......................))))))))................((.((((((..((((((((((((((...........)))))))................(((((.......)))))...))))))))))))))).	linearbp	2883	2	MFE
.....((((.............))))((.((((..(((.((.((((((.((((.(((.((((((....(((((........)))))...)))))).)))..))..)).)))))))).)))..)))).))..(((((.......)))))..	linearbp	1030	2	MFE
.......((((..(((((.((((((...(((.....(((((((((.....))))))).)).....))).(((((((((.((..(((....(((((......)))))..))))))))))).))).)))).)).)))...))..))))....	linearbp	1128	2	MFE
............(((((((((........))))(((((((((((((..((.((((((.............))))))...))..))...)))))))))))(((.....))).((.((((...((.....))....)))))).....)))))	linearbp	600	2	MFE
...(((((.....(((((........))))).(((((......))))))))))....((((...(((.....((((....))))..(((.((((.((.....))))))..)))..))).))))..(((((((......))))))).....	linearbp	1243	2	MFE
..(((((.((.((((((.(((((.........((.((((.((((((..((......))..))))))..))))))......((.((((......)))))))))))...))).))).)).)))))...........................	linearbp	1647	2	MFE
(((.........)))...(((((((.((.........)).)))..))))..........(((((......(((.(((....))).)))....)))))....(((((..(((............)))..))))).................	linearbp	1096	2	MFE
...(((.....(((((.(((((.....(((............((((.........))))............))).....))).)).))))).(((...(((((........(((((....))))))))))..))))))............	linearbp	1227	2	MFE
....((((....((.(((((((.....(((.((((.((...((((...))))...)).)))).)))....)))))))))........(((((((.(((....((......))...))).)))))))..........))))..........	linearbp	1262	2	MFE
.((((.((..........((((((((.((((.((((((((.....))))....)))).)))).)))..(((((....)))))...)))))......(((..(((...(((((((.......)).)))))..))).))))).)))).....	linearbp	901	2	MFE
((....)).....((((((((((((.(((.((.((((.((..((.....))..)).))))..)).))).)))))).((.(((((((.((.(((((...)).))).))))))))))).)))))).(((((........)))))........	linearbp	223	2	MFE
....((((((((((((.((((((..................)))))).)).....))))........((.((((((((..(((.......)))))))))))))....)))....)))..((((((((.((((.....)))))))))))).	linearbp	695	2	MFE
.((((..(((((....((((((.....)).)))).....(((...((..((((..((((.....))))..))))...)).....))))))))...((((((..(((.(((....))))))..)))..)))....))))............	linearbp	539	2	MFE
.......((((.....(((.((((.((.........(((((((..(((((((((..((((......))))..))........)))))))....))))))).........)).)))).)))......))))..((((......))))....	linearbp	2210	2	MFE
...........((((..((((...(((...(((.((((((.((..(((((..((((.((((...)))).))))....)))))..))))).))).)))...)))(((.....)))......................))))))))......	linearbp	1612	2	MFE
((((....(((..((.....)).)))..)))).(((((.....((((.((((..((.(((((((((((((((.((.........)).)))))).)))).)))))))...((((((......)))))).....)))))))).....)))))	linearbp	628	2	MFE
..((((((((...((((.((..(((..(((((...))))).))).((((((.....(((..((((...((((((.((((.((....))..))))..))))))..))))..))).....)))))).......)).))))...))))).)))	linearbp	1119	2	MFE
........((((((((..((((.(((((((......((.((((..((((..(((((..............)))))..))))((((((....)))))))))).))....))))))).)))).((((((...)))))).)))))))).....	linearbp	2711	2	MFE
.((((((....((((.......))))....(((((..((((...((((.......))))...)))).))))).....((.(((..((((.....((((((...(((......)))...))).))).....)))).)))))))))))....	linearbp	1653	2	MFE
.((.((((((.....(((((((((((.(((((......)))))..(((((..((.(((((((......))))))).)).)))))..........))))))..(((((((...)))))))......)))))..)))))).)).........	linearbp	2245	2	MFE
...........(((((((((((((.((......))))).))))......(((((...)))))(((((....))))).......))))))((((.(((.(((....))))))))))((.(((((((((...))).)))))).)).......	linearbp	1352	2	MFE
..(((((...))))).....(((.((...)).))).((((((((...((((((((((((.((....(((.(((((..............(((((((......))))))).))))).)))..)).)))))))..)))))...)))))))).	linearbp	1852	2	MFE
.........(((...((((((((........))))))))(((((((.........)))))))......((....))((((((((((...))))....)))))).(((..((((.....))))..)))(((((((......))))))))))	linearbp	891	2	MFE
...(((((((((.((((...(((....)))...)))).)))).((((((....))))))...)))))...(((((.(((...(((((...)))))..))).....(((......)))...(((((..((....)).)))))....)))))	linearbp	1173	2	MFE
....((((.....((((.((((............)))).))))))))........(((((.....)))))............((((.....((..(((((..(((((((...))))))).........))))).))....))))......	linearbp	1652	2	MFE
.((.(((.((((((((((((((((.((((....(((((((........((......))...(((.((...)).)))......))))).))....))))))))))((((....)))).(((((...)))))))))))).))).))).))..	linearbp	818	2	MFE
...(((((...)))))...(((((((((...((((((((((((......((((((.......))))))....)).))))))))))..........)))))))))((.(((((((((.........((((....))))))))))))).)).	linearbp	1534	2	MFE
(((((((.((.(((((........(((..((.(((((((((......(((.......)))..((((...(((((....))))).))))............))))))))))))))..(((....))).))))).))...)))...))))..	linearbp	1037	2	MFE
...((((((((..........((((....((((.(((...))).))))))))....(((((((((((((((((.((...........)).))))).)))))......)))))))((((((.....))))))..)).))))))........	linearbp	1814	2	MFE
..((((((((((.(((....................))))))))))))).(((((((.((((((((...((((((.......)))).))..))))...))))..))))))).(((((.....))))).......................	linearbp	1967	2	MFE
...(((((((((((((((......))).))))).........((......))..............((.((.((((((......)))))).)).)).)))))))((((..((.((((((((.....)))))))).)))))).........	linearbp	1215	2	MFE
.(((((((...)))))))((.((((.((((((((.((.......)).))))))))(((........)))..((((....((..((((((.(((...((((...))))....))).))))))...)).....))))......)))).))..	linearbp	1131	2	MFE
.....((((((((........))))).........(((((........((.(((((.(((......))))))))))......(((((((((.((..(((((....))))).....))..))))))))))))))............)))..	linearbp	1004	2	MFE
..((...(((((((((((....(((...((((..((.((((((.((((.....(((......)))....))))))..................)))).))..)))).)))..))))))))........)))...))..............	linearbp	809	2	MFE
.((((.((.((((((.(((((........(((((((.((.((.(((..(((........)))))))))).))))))))))))..)))))))).........((((((((...(((....)))...)))))))).....))))........	linearbp	1348	2	MFE
........((.((((......((((.....))))......)))).))......(((...((....))...)))....((((((((.((......)).))).....((((.((((....))))))))...(((....))).))))).....	linearbp	650	2	MFE
........((((...(((...((((....))))..)))....))))....(((..(((((.((.......)).)))))...)))....(((((((((.......))))........(((....)))...(((((....))))))))))..	linearbp	1225	2	MFE
.........((((((((.........((((((.(((((.(((((...))))).(((((......)))))))))).)).)))).........))))))))..((((.....((.......((((......)))).......))....))))	linearbp	1167	2	MFE
...((((...(((........)))((((.((((......)))).))))))))((.((.(((((.(((((.(((...((((..((((.(((.((((........)))).)))....)))).))))))).))))).)))))...)).))...	linearbp	715	2	MFE
....((((.(((.....((((.....))))......))).))))((((.(((..(((..(((..(((((.(((((.((((........(((.(((((......)))))..))))))).))))).))).))..)))..)))..))))))).	linearbp	2342	2	MFE
.................((((.....((((.((.........)).))))........((((((.....))))))(((..((((((...(((((((.((((.((((...)))).))))....)))))))....))))))..))).))))..	linearbp	2108	2	MFE
